ID,Site,Longitude UTM,Latitude UTM,Elevation,Gorge,Site Nickname,Discoverer,Date of Discovery,Publication,ISBN 10,Site Pager,Number of Figures,Figure Category,Distance to next Site,Next Site,Cardinal Points,Painting Location,Water in Sight,Water Availability,Open Field in Sight,Open Field,Living Place,Spatiality,Visibility,Context,View from Site,Evidence of Human Occupation,Degradation of Paintings,Quantity of Artefacts,Lithics,Pottery,O.E.S.,Bone,Charcoal,Grinding Implements,Stone Structures,Miscellenous Artefact,Remarks,ID
632,N 90,452097.639,7663186.958,21075901,Numas,,,,Unpublished,NA,N 90,11,5,373094,N 89,SW,5,null,>300m,TRUE,adjacent,unfavourable,null,<15m,isolated,rather nice,none,water run-off,many,many,few,few,none,none,none,none,none,,632
633,N 91,452319.659,7663728.671,21122619,Numas,,,,Unpublished,NA,N 91,3,6,1201659,N 92,SW,1; 12,null,>300m,null,<300m,± vertical rock,null,<15m,isolated,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,633
634,N 92,452850.280,7663049.065,21171032,Numas,,,,Unpublished,NA,N 92,28,4,1201659,N 91,E; S; W,4; 8,null,>300m,null,<300m,unfavourable,null,<15m,isolated,rather nice,none,water run-off,few,few,none,few,none,none,none,none,none,,634
634,N 92,452850.280,7663049.065,21171032,Numas,,,,Unpublished,NA,N 92,28,4,1201659,N 91,E; S; W,4; 8,null,>300m,null,<300m,unfavourable,null,<15m,isolated,rather nice,none,wind erosion,few,few,none,few,none,none,none,none,none,,634
635,N 93,452127.787,7663380.538,21297432,Numas,,,,Unpublished,NA,N 93,9,5,81331,N 94,SW,3; 5; 8,null,>300m,null,within shouting distance,unfavourable,null,<15m,isolated,rather nice,none,water run-off,medium quantity,medium quantity,medium quantity,medium quantity,none,none,none,none,none,,635
636,N 94,452373.889,7663815.570,21231083,Numas,,,,Unpublished,NA,N 94,3,6,81331,N 93,NE,1,null,>300m,null,within shouting distance,± vertical rock,null,<3m,isolated,rather nice,none,water run-off,medium quantity,medium quantity,none,none,none,none,none,none,none,,636
637,N 95,453024.147,7663772.958,2141342,Numas,,,,Unpublished,NA,N 95,9,5,2390925,N 96,W,1,null,>300m,null,>300m,± vertical rock,null,<15m,isolated,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,637
638,N 96,453101.937,7663512.525,2158437,Numas,,,,Unpublished,NA,N 96,59,4,815111,N 97,N; S,1; 3; 4; 5,null,>300m,null,<300m,unfavourable; ± vertical rock,null,<15m,marginal,rather nice,Pager's Camp,water run-off,many,many,medium quantity,none,none,few,none,few,none,,638
639,N 97,453603.904,7663408.213,21536854,Numas,,,,Unpublished,NA,N 97,67,3,815111,N 96,SE,5; 6,null,>300m,null,<300m,unfavourable,null,<15m,marginal,rather nice,Pager's Camp,water run-off,many,many,few,none,none,none,none,none,none,,639
640,N 98,453547.695,7663405.539,21952932,Numas,,,,Unpublished,NA,N 98,2,6,2697449,N 96,N,1,null,>300m,null,>300m,± vertical rock,null,<3m,isolated,magnificent,none,disintegration of rock,few,few,none,none,none,none,none,none,none,,640
641,N 99,453848.373,7663029.547,21603376,Numas,,,,Unpublished,NA,N 99,26,4,1842441,N 100,S; NW,4; 5; 8,null,>300m,TRUE,adjacent,unfavourable,null,<1m; <15m,NA,rather nice,none,water run-off,masses,masses,few,few,none,none,few,none,none,,641
641,N 99,453848.373,7663029.547,21603376,Numas,,,,Unpublished,NA,N 99,26,4,1842441,N 100,S; NW,4; 5; 8,null,>300m,TRUE,adjacent,unfavourable,null,<1m; <15m,NA,rather nice,none,wind erosion,masses,masses,few,few,none,none,few,none,none,,641
642,N 100,454081.645,7663421.814,21668482,Numas,,,,Unpublished,NA,N 100,9,5,1005286,N 101,N,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,642
643,N 101,453168.624,7663200.902,21711018,Numas,,,,Unpublished,NA,N 101,3,6,1005286,N 100,E,5,null,>300m,null,<300m,unfavourable,null,<3m,marginal,rather nice,Pager's Camp,water run-off,none,none,none,none,none,none,none,none,none,,643
644,N 102,454555.667,7663225.068,21701402,Numas,,,,Unpublished,NA,N 102,20,4,662306,N 103,S,5,null,>300m,null,<300m,unfavourable,null,<3m,marginal,poor,none,water run-off,few,few,none,none,none,none,none,none,none,,644
645,N 103,454106.211,7663520.157,21827042,Numas,,,,Unpublished,NA,N 103,2,6,662306,N 102,W,6; 8; 12,null,>300m,null,>300m,unfavourable,null,<1m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,few,none,,645
646,N 104,454587.299,7663019.956,21741625,Numas,,,,Unpublished,NA,N 104,31,4,406773,N 105,W,1,null,>300m,null,<300m,± vertical rock,null,<3m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,646
647,N 105,454920.582,7663255.948,21699335,Numas,,,,Unpublished,NA,N 105,35,4,406773,N 104,N; W,1; 2; 5; 12,null,>300m,null,<300m,unfavourable,null,<15m,marginal,rather nice,none,water run-off,many,medium quantity,many,none,none,none,none,none,none,,647
648,N 106,454654.875,7663961.620,2166116,Numas,,,,Unpublished,NA,N 106,79,3,666529,N 105,N; NE; E,1; 5; 6; 7; 8,null,>300m,null,<300m,unfavourable,null,<15m,marginal,rather nice,none,water run-off,many,many,few,none,none,none,few,few,none,,648
649,N 107,454829.948,7663857.019,21970558,Numas,,,,Unpublished,NA,N 107,7,5,320741,N 108,SW,1,null,>300m,TRUE,adjacent,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,few,few,none,few,none,none,none,medium quantity,none,,649
650,N 108,454725.096,7663866.454,21950159,Numas,,,,Unpublished,NA,N 108,10,5,320741,N 107,SW,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<3m,marginal,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,,650
651,N 109,454046.678,7663897.839,22311878,Numas,,,,Unpublished,NA,N 109,2,6,1855182,N 110,W,5,null,>300m,TRUE,<300m,unfavourable,null,<15m,marginal,rather nice,none,none,none,none,none,none,none,none,none,none,none,,651
652,N 110,454250.804,7663987.274,22249542,Numas,,,,Unpublished,NA,N 110,8,5,727431,N 111,NE,7,null,>300m,TRUE,within shouting distance,NA,null,<15m,marginal,rather nice,none,water run-off,few,few,few,few,none,none,none,none,none,,652
653,N 111,454559.812,7663223.173,22225471,Numas,,,,Unpublished,NA,N 111,1,6,457143,N 112,SW,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,central,rather nice,none,water run-off,few,few,none,none,none,none,few,none,none,,653
653,N 111,454559.812,7663223.173,22225471,Numas,,,,Unpublished,NA,N 111,1,6,457143,N 112,SW,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,central,rather nice,none,wind erosion,few,few,none,none,none,none,few,none,none,,653
654,N 112,454639.567,7663130.960,22202948,Numas,,,,Unpublished,NA,N 112,4,6,457143,N 111,SW,1,null,>300m,TRUE,adjacent,± vertical rock,null,<15m,central,rather nice,none,water run-off,few,few,few,few,none,none,none,none,none,,654
655,N 113,454515.192,7663763.983,22390393,Numas,,,,Unpublished,NA,N 113,13,5,1611012,N 112,W,5; 10; 11,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,marginal,magnificent,none,water run-off,few,few,few,none,none,none,none,none,none,,655
656,N 114,454637.753,7664464.740,2228181,Numas,,,,Unpublished,NA,N 114,12,5,3623031,N 108,SW,5; 6; 8,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,isolated,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,,656
657,N 115,453561.040,7664186.974,21761641,Numas,,,,Unpublished,NA,N 115,8,5,2098544,N 116,E; SW,1; 4; 5; 12,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,isolated,rather nice,none,water run-off,medium quantity,medium quantity,few,none,none,none,none,none,none,,657
658,N 116,452201.594,7664641.457,22018392,Numas,,,,Unpublished,NA,N 116,9,5,1568628,N 117,SE; S; SW,3; 4; 5; 6,null,>300m,null,<300m,unfavourable,null,<3m,marginal,rather nice,none,water run-off,many,few,medium quantity,many,none,none,none,none,none,,658
659,N 117,452927.247,7664510.243,22222244,Numas,,,,Unpublished,NA,N 117,53,4,356304,N 118,SE,3; 4; 5,null,>300m,TRUE,within shouting distance,unfavourable,null,<15m,central,magnificent,none,water run-off,medium quantity,medium quantity,medium quantity,medium quantity,none,none,none,none,none,,659
659,N 117,452927.247,7664510.243,22222244,Numas,,,,Unpublished,NA,N 117,53,4,356304,N 118,SE,3; 4; 5,null,>300m,TRUE,within shouting distance,unfavourable,null,<15m,central,magnificent,none,wind erosion,medium quantity,medium quantity,medium quantity,medium quantity,none,none,none,none,none,,659
660,N 118,452310.507,7664843.666,22316984,Numas,,,,Unpublished,NA,N 118,15,5,356304,N 117,SW,1,null,>300m,null,<300m,± vertical rock,null,<15m,marginal,magnificent,none,water run-off,few,few,few,few,none,none,none,none,none,,660
661,N 119,451710.541,7663144.014,20514662,Numas,,,,Unpublished,NA,N 119,8,5,1483706,N 120,SW,1,null,within shouting distance,null,<300m,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,,661
662,N 120,451479.602,7663913.176,20564144,Numas,,,,Unpublished,NA,N 120,3,6,639578,N 76,SE,1,null,>300m,TRUE,adjacent,± vertical rock,null,<3m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,662
663,N 121,451846.893,7662536.657,19809771,Numas,,,,Unpublished,NA,N 121,2,6,1937712,N 69,S,1,TRUE,within shouting distance,null,>300m,± vertical rock,null,<3m,marginal,poor,none,water run-off,few,few,none,none,none,none,none,none,none,,663
664,N 122,450875.384,7662201.529,22299413,Numas,,,,Unpublished,NA,N 122,118,3,1668321,N 124,N,1; 3; 4; 12,null,>300m,TRUE,within shouting distance,± vertical rock,null,>15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,664
665,N 123,449661.388,7662446.717,22383844,Numas,,,,Unpublished,NA,N 123,36,4,2577073,N 126,NE,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,,665
666,N 124,450222.508,7662187.130,22345456,Numas,,,,Unpublished,NA,N 124,31,4,1668321,N 122,N,1; 12,null,>300m,null,<300m,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,666
667,N 125,450857.360,7663837.268,22764226,Numas,,,,Unpublished,NA,N 125,85,3,3394124,N 124,W,3; 5; 6; 7; 8,null,>300m,null,>300m,unfavourable,null,<3m,isolated,magnificent,none,none,many,few,none,many,none,none,none,none,none,,667
668,N 126,449550.204,7662863.625,23100228,Numas,,,,Unpublished,NA,N 126,101,3,252853,N 135,N; NW,1; 3; 4; 5; 12,null,>300m,null,>300m,unfavourable,null,<15m,isolated,magnificent,Pager's Camp,water run-off,medium quantity,medium quantity,few,few,none,none,none,none,none,,668
669,N 127,449448.553,7662787.823,22665174,Numas,,,,Unpublished,NA,N 127,41,4,1011616,N 128,E,5; 8; 9,TRUE,within shouting distance,TRUE,within shouting distance,unfavourable,null,<15m,marginal,rather nice,none,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,,669
670,N 128,449499.110,7662497.312,22598686,Numas,,,,Unpublished,NA,N 128,6,5,1011616,N 127,NE,1; 12,TRUE,within shouting distance,TRUE,adjacent,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,,670
671,N 129,449762.854,7662401.423,22251079,Numas,,,,Unpublished,NA,N 129,0,5,623385,N 130,NE,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,marginal,poor,none,water run-off,none,none,none,none,none,none,none,none,none,,671
672,N 130,449160.055,7662504.535,22215168,Numas,,,,Unpublished,NA,N 130,191,3,623385,N 129,W,1; 5; 6; 10; 12,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,central,magnificent,Pager's Camp,water run-off,few,few,few,few,none,none,none,none,none,,672
672,N 130,449160.055,7662504.535,22215168,Numas,,,,Unpublished,NA,N 130,191,3,623385,N 129,W,1; 5; 6; 10; 12,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,central,magnificent,Pager's Camp,wind erosion,few,few,few,few,none,none,none,none,none,,672
673,N 131,449554.057,7661697.802,22138187,Numas,,,,Unpublished,NA,N 131,8,5,371121,N 132,NE,1,null,>300m,TRUE,adjacent,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,,673
674,N 132,449229.551,7661105.402,22140887,Numas,,,,Unpublished,NA,N 132,6,5,371121,N 131,SW,1,null,>300m,TRUE,adjacent,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,,674
675,N 133,449252.195,7661955.531,22127023,Numas,,,,Unpublished,NA,N 133,7,5,412588,N 132,N,1,null,>300m,TRUE,adjacent,± vertical rock,null,>15m,marginal,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,,675
676,N 134,449857.866,7662875.987,23030395,Numas,,,,Unpublished,NA,N 134,14,4,2194412,N 135,W,3; 4; 5; 6,null,>300m,null,>300m,unfavourable,null,<3m,isolated,magnificent,none,water run-off,few,few,none,none,none,none,none,none,none,,676
677,N 135,449115.324,7662207.528,22753051,Numas,,,,Unpublished,NA,N 135,21,4,2194412,N 134,W,1; 5; 12,null,>300m,TRUE,adjacent,unfavourable,null,<15m,isolated,poor,none,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,,677
678,N 136,449838.614,7661386.489,21404595,Numas,,,,Unpublished,NA,N 136,2,6,1313188,N 137,SW,1,null,>300m,null,>300m,± vertical rock,null,<3m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,,678
679,N 137,449638.143,7661383.400,21445008,Numas,,,,Unpublished,NA,N 137,5,5,1313188,N 136,NE; NW,1,null,>300m,null,>300m,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,679
680,N 138,449337.926,7661556.402,19963444,Numas,,,,Unpublished,NA,N 138,46,4,3422291,N 136,NE,5; 10; 11,null,>300m,null,>300m,unfavourable,null,<15m,isolated,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,,680
681,N 139,449654.640,7661330.497,21347189,Numas,,,,Unpublished,NA,N 139,30,4,476091,N 140,W,5; 6; 7; 8; 9,null,>300m,null,>300m,unfavourable,null,<3m,marginal,poor,none,water run-off,few,few,few,few,none,none,few,none,none,,681
682,N 140,449902.682,7661460.246,21326305,Numas,,,,Unpublished,NA,N 140,30,4,476091,N 139,S; W,3; 4; 5; 6; 8; 10; 11,null,>300m,null,>300m,unfavourable,null,<15m,marginal,magnificent,Pager's Camp,water run-off,medium quantity,medium quantity,none,few,none,none,none,none,none,,682
682,N 140,449902.682,7661460.246,21326305,Numas,,,,Unpublished,NA,N 140,30,4,476091,N 139,S; W,3; 4; 5; 6; 8; 10; 11,null,>300m,null,>300m,unfavourable,null,<15m,marginal,magnificent,Pager's Camp,wind erosion,medium quantity,medium quantity,none,few,none,none,none,none,none,,682
683,N 141,449294.223,7661319.422,21075521,Numas,,,,Unpublished,NA,N 141,26,4,1198631,N 140,E; W,1; 12,null,>300m,null,adjacent,± vertical rock,null,<3m,marginal,rather nice,none,water run-off,few,few,none,few,none,none,none,none,none,,683
684,N 142,449559.140,7662371.942,21855943,Numas,,,,Unpublished,NA,N 142,7,5,1877898,N 140,N,1,null,>300m,null,<300m,± vertical rock,null,<3m,marginal,magnificent,none,water run-off,few,few,none,none,none,none,none,none,none,,684
685,N 143,448867.992,7662869.131,22040882,Numas,,,,Unpublished,NA,N 143,46,4,1322702,N 144,S,1; 5; 6; 10,null,>300m,TRUE,adjacent,unfavourable,null,<15m,marginal,magnificent,none,water run-off,few,few,few,few,none,none,none,none,none,,685
686,N 144,448356.315,7662490.012,2186486,Numas,,,,Unpublished,NA,N 144,3,6,1322702,N 143,SE,1,null,>300m,TRUE,within shouting distance,± vertical rock,null,<15m,marginal,poor,none,water run-off,few,few,few,none,none,none,none,none,none,,686
687,N 145,448354.533,7661186.862,19593353,Numas,,,,Unpublished,NA,N 145,171,3,3292478,N 152,SW,5; 8,null,>300m,null,>300m,spacious,null,<3m,isolated,magnificent,none,none,few,few,few,few,none,none,none,none,none,,687
688,N 146,446964.669,7661248.990,13445694,Numas,,,,Unpublished,NA,N 146,8,5,5642582,N 184,NW,5,null,<300m,null,NA,unfavourable,null,<15m,isolated,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,,688
689,N 147,448481.784,7660734.017,17390881,Numas,,,,Unpublished,NA,N 147,0,null,5054958,N 30,NA,NA,null,NA,null,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,689
690,N 148,449476.659,7660774.995,18652696,Numas,,,,Unpublished,NA,N 148,0,null,2748438,N 50,NA,NA,null,NA,null,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,690
691,N 149,448349.483,7661138.867,19775004,Numas,,,,Unpublished,NA,N 149,96,3,1251566,N 150,SW,5,null,<300m,TRUE,within shouting distance,unfavourable,null,<15m,marginal,magnificent,none,water run-off,few,few,none,few,none,none,none,none,none,,691
692,N 150,448236.107,7661706.840,19575689,Numas,,,,Unpublished,NA,N 150,4,6,723579,N 151,N,1,null,<300m,TRUE,adjacent,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,,692
693,N 151,448189.619,7661262.326,19652362,Numas,,,,Unpublished,NA,N 151,4,6,723579,N 150,W,5,null,<300m,TRUE,within shouting distance,unfavourable,null,<1m,central,magnificent,none,water run-off,none,none,none,none,none,none,none,none,none,,693
694,N 152,448765.854,7661281.019,19751527,Numas,,,,Unpublished,NA,N 152,164,3,76952,N 151,E; S; W,1; 4; 5; 12,null,within shouting distance,TRUE,adjacent,unfavourable,null,<15m,central,magnificent,none,water run-off,many,medium quantity,many,few,none,none,none,none,none,,694
695,N 153,448469.796,7661356.366,19922575,Numas,,,,Unpublished,NA,N 153,32,4,771583,N 152,S,5,TRUE,within shouting distance,TRUE,within shouting distance,unfavourable,null,<15m,marginal,magnificent,none,water run-off,few,few,none,none,none,none,none,none,none,,695
696,N 154,448730.623,7661858.964,20375114,Numas,,,,Unpublished,NA,N 154,21,4,1981313,N 155,N; E; S,5; 7; 8,null,>300m,TRUE,adjacent,unfavourable,null,<15m,marginal,poor,Pager's Camp,water run-off,few,few,few,none,none,none,none,none,none,,696
697,N 155,448868.918,7661054.100,20889072,Numas,,,,Unpublished,NA,N 155,25,4,174876,N 156,N,1,null,>300m,null,>300m,± vertical rock,null,<15m,marginal,rather nice,none,water run-off,medium quantity,medium quantity,none,none,none,none,none,none,none,,697
698,N 156,448378.834,7662115.096,21411168,Numas,,,,Unpublished,NA,N 156,20,4,174876,N 155,SW,5; 6; 10,null,>300m,null,>300m,unfavourable,null,<3m,isolated,magnificent,none,water run-off,few,few,none,none,none,none,none,none,none,,698
699,N 157,448013.417,7663506.802,21528265,Numas,,,,Unpublished,NA,N 157,25,4,1181595,N 158,E,5,null,>300m,null,within shouting distance,unfavourable,null,<3m,marginal,poor,none,none,few,few,none,none,none,none,none,none,none,,699
700,N 158,448651.272,7663396.332,21583565,Numas,,,,Unpublished,NA,N 158,0,5,1181595,N 157,E,5,null,>300m,TRUE,adjacent,unfavourable,null,<3m,marginal,poor,none,water run-off,few,few,none,few,none,none,none,none,none,,700
701,N 159,448618.098,7663182.155,21400142,Numas,,,,Unpublished,NA,N 159,25,4,956963,N 165,NE; SW,1; 5; 12,null,>300m,TRUE,within shouting distance,unfavourable,null,<3m,marginal,rather nice,none,water run-off,medium quantity,medium quantity,few,none,none,none,none,none,none,,701
702,N 160,448081.791,7663779.453,21415183,Numas,,,,Unpublished,NA,N 160,4,6,834407,N 161,W,5,null,>300m,null,within shouting distance,unfavourable,null,<3m,marginal,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,,702
