ID,Site,Longitude UTM,Latitude UTM,Elevation,Gorge,Site Nickname,Discoverer,Date of Discovery,Publication,ISBN 10,Site Pager,Number of Figures,Figure Category,Distance to next Site,Next Site,Cardinal Points,Painting Location,Water in Sight,Water Availability,Open Field in Sight,Open Field,Living Place,Spatiality,Visibility,Context,View from Site,Evidence of Human Occupation,Degradation of Paintings,Quantity of Artefacts,Lithics,Pottery,O.E.S.,Bone,Charcoal,Grinding Implements,Stone Structures,Miscellenous Artefact,Remarks
737,O 7,458411.865,7656156.211,2084.7648,Orabes,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 7,329,2,103.0192,O 5,N; W,5; 6; 7; 8,True,within shouting distance,True,adjacent,spacious,33,<15m,central,rather nice,Fireplace and Pager's Camp,disintegration of rock; water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
738,O 8,458076.952,7656528.834,2126.9776,Orabes,,Shipahu,19.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 8,12,5,72.2875,O 9,N,5; 12,,<300m,True,adjacent,unfavourable,19,<3m,marginal,rather nice,Fireplace,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
739,O 9,457802.283,7656145.352,2134.3126,Orabes,,Shipahu,19.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 9,2,6,72.2875,O 8,W,8,,<300m,,within shouting distance,unfavourable,5,<15m,marginal,poor,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
740,O 10,458982.089,7657712.868,2034.1549,Orabes,,Shipahu,25.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 10,5,5,377.5571,O 7,NE,5,,<300m,True,adjacent,unfavourable,2,<15m,isolated,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
741,O 11,458272.880,7657479.073,2078.4995,Orabes,,Toiwo,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 11,4,6,440.6791,O 10,NW,1,,>300m,True,adjacent,± vertical rock,1,<3m,isolated,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
742,O 12,459755.890,7657714.681,2141.5398,Orabes,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 12,140,3,57.1675,O 13,SW,4; 5,,<300m,True,within shouting distance,unfavourable,32,<15m,marginal,magnificent,Pager's Camp,water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
743,O 13,459461.916,7657393.296,2140.2588,Orabes,,Toiwo/Shipahu,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 13,169,3,57.1675,O 12,N; E,1; 4; 5; 10; 12,,<300m,True,adjacent,unfavourable; ± vertical rock,24,<15m,central,magnificent,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
744,O 14,459155.678,7657733.079,2132.638,Orabes,,Shipahu,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 14,141,3,70.2105,O 13,NA,1; 4; 5; 6; 12,,<300m,True,adjacent,spacious; unfavourable,15,<15m,NA,rather nice,none,disintegration of rock; water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
745,O 15,459032.429,7657438.090,2135.896,Orabes,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 15,4,6,114.7848,O 14,W,3; 4,,<300m,True,adjacent,unfavourable,6,<15m,marginal,1,"European,",water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
746,O 16,459918.460,7657766.399,2136.4125,Orabes,,Toiwo,08.04.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 16,2,6,43.5879,O 18,SW,1,,>300m,True,adjacent,± vertical rock,0,<3m,marginal,magnificent,none,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,
747,O 17,459944.437,7657110.660,2130.5288,Orabes,,Shipahu,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 17,63,3,28.6374,O 18,E; W,5; 7; 8,,>300m,,NA,unfavourable,6,<3m,central,poor,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
748,O 18,459933.195,7657053.663,2128.8998,Orabes,,Toiwo,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 18,54,4,28.6374,O 17,N,5; 10; 12,,>300m,True,within shouting distance,spacious,21,>15m,marginal,magnificent,Pager's Camp,disintegration of rock; water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
749,O 19,459531.481,7657483.307,2118.3159,Orabes,,Shipahu,22.09.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 19,6,5,49.8027,O 17,W,5,,>300m,True,within shouting distance,spacious,6,<15m,marginal,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
750,O 20,460773.428,7657608.244,2077.0677,Orabes,,Toiwo/Shipahu,08.04.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 20,9,5,352.1585,O 19,SW,6,,>300m,,>300m,spacious,8,<3m,isolated,magnificent,Fireplace,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
751,O 21,458090.221,7656063.607,1866.8775,Orabes,,Toiwo/Shipahu,22.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 21,75,3,197.4959,O 22,S,1; 5,,>300m,,>300m,± vertical rock,18,<3m,isolated,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
752,O 22,458602.083,7656484.837,1765.0548,Orabes,,Kambonde,17.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 22,19,4,60.222,O 27,S,5; 7; 10; 12,,<300m,,>300m,spacious,8,<3m,marginal,magnificent,none,disintegration of rock; water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
753,O 23,458577.849,7656866.679,1745.4911,Orabes,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 23,7,5,41.8877,O 24,S,5,True,within shouting distance,,>300m,unfavourable,4,<1m,marginal,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
754,O 24,458960.198,7656774.238,1759.0491,Orabes,,Shipahu,22.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 24,35,4,41.8877,O 23,S,5; 6; 10; 12,True,adjacent,,>300m,spacious,7,<3m,marginal,magnificent,Fireplace,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
755,O 25,458800.813,7656766.845,1754.2044,Orabes,,Toiwo/Shipahu,25.04.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 25,39,4,69.4585,O 24,S,5,True,adjacent,,>300m,unfavourable,8,<1m,central,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
756,O 26,458676.952,7655042.186,1790.2624,Orabes,,Toiwo,17.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 26,93,3,112.8637,O 25,S,5; 10,,within shouting distance,,>300m,unfavourable,6,<3m,marginal,magnificent,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
757,O 27,458393.528,7656419.272,1745.1675,Orabes,,Kambonde,17.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 27,50,4,53.063,O 28,E,5; 6,,<300m,,>300m,unfavourable,16,<15m,marginal,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
758,O 28,458585.337,7656277.879,1724.0606,Orabes,,Kambonde,17.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 28,2,6,53.063,O 27,S,5,,>300m,,<300m,spacious,8,<3m,marginal,magnificent,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
759,O 29,459911.998,7656667.648,1713.2332,Orabes,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 29,1,6,141.0914,O 28,W,1,,>300m,True,adjacent,± vertical rock,6,<3m,marginal,1,"European,",water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
760,O 30,459234.519,7656688.170,1497.0201,Orabes,,Kambonde,17.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,O 30,27,4,540.4514,O 29,E; W,1; 12,,>300m,True,adjacent,± vertical rock,2,<15m,isolated,magnificent,none,NA,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
761,P 1,446190.801,7669653.591,1884.8487,Porters,,Shipahu,27.02.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 1,443,1,125.9371,P 2,SE; SW; NW,5; 6; 7; 8; 9; 11,,>300m,True,adjacent,spacious,11,<15m,marginal,rather nice,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
762,P 2,446322.684,7669160.594,1943.8058,Porters,,Craven,16.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 2,27,4,125.9371,P 1,NE,5; 6,True,adjacent,True,within shouting distance,spacious,40,<3m,marginal,magnificent,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
763,P 3,446903.458,7670748.591,1713.1257,Porters,,Shipahu,05.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 3,49,4,192.0024,P 4,NE,1; 5; 6; 12,,within shouting distance,,>300m,spacious; unfavourable; ± vertical rock,15,<3m,isolated,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
764,P 4,446304.341,7670305.533,1752.2212,Porters,,Shipahu,11.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 4,7,5,192.0024,P 3,NE,5,,>300m,,>300m,spacious,10,<1m,isolated,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
765,P 5,447578.976,7669507.050,2063.676,Porters,,Shipahu,06.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 5,56,4,288.8097,P 6,W,5; 6,,>300m,,>300m,unfavourable,7,<15m,isolated,magnificent,Pager's Camp,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
766,P 6,447257.394,7669103.898,2069.7741,Porters,,Shipahu,17.06.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,P 6,25,4,288.8097,P 5,N,5,,>300m,,>300m,unfavourable,10,<3m,isolated,poor,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
767,Q 1,457186.722,7654898.167,1467.4827,Quagga,,E. Rohe,29.01.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,Q 1,43,4,194.4969,E 21,NE,5; 10,,>300m,,>300m,spacious,58,<3m,isolated,rather nice,none,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
768,Q 2,457982.774,7655450.266,1715.108,Quagga,,Toiwo/ Lameka,21.02.1978,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,Q 2,8,5,196.8078,E 23,W,5,,>300m,,>300m,unfavourable,7,<3m,isolated,magnificent,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
769,Q 3,457677.256,7655106.827,1568.8148,Quagga,,Shipahu,10.02.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 3 – Southern Gorges. Africa Praehistorica 7 (Köln: Heinrich Barth Institut); 1995.,3-927688-09-6,Q 3,45,4,288.0031,Q 1,E,5,,>300m,,>300m,unfavourable,6,<15m,isolated,rather nice,none,NA,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,Site recorded via binocular (telediagnosis)
770,R 1,445669.099,7670428.748,1697.9304,Raiders,,Shipahu,05.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 1,151,3,459.5188,P 4,E,3; 4; 5; 6,,>300m,,<300m,spacious,12,<15m,isolated,magnificent,Pager's Camp,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
771,R 2,445698.412,7669774.098,1605.332,Raiders,,Paulus,27.02.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 2,8,5,202.2633,R 3,W,5,True,adjacent,True,within shouting distance,unfavourable,2,<1m,marginal,magnificent,Pager's Camp,none,none,NA,NA,NA,NA,NA,NA,NA,NA,
772,R 3,445606.931,7669368.162,1515.7038,Raiders,,Paulus,05.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 3,2,6,155.0057,R 4,SW,1,,<300m,True,adjacent,± vertical rock,1,<3m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
773,R 4,445959.524,7669459.284,1530.9698,Raiders,,Paulus,27.02.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 – Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 4,97,3,155.0057,R 3,E; SW,5; 6; 8,,>300m,True,adjacent,unfavourable; ± vertical rock,2,<15m,marginal,rather nice,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
774,U 1,452196.654,7668903.656,2059.5903,Umuab,,J.J.D.Walter,July 1977,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 1,52,4,593.7586,K 47,N; E,5; 6,,>300m,True,adjacent,unfavourable,15,<15m,isolated,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
775,U 2,453816.993,7668442.700,1903.3496,Umuab,,E.Matheus,06.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 2,8,5,657.1177,U 3,S,1,True,adjacent,,>300m,± vertical rock,3,<3m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
776,U 3,453701.217,7668976.228,1839.0303,Umuab,,Walter,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 3,190,3,356.7249,U 5,E,1; 4; 5; 6; 7; 8,,NA,,adjacent,unfavourable; ± vertical rock,11,<15m,central,rather nice,none,disintegration of rock; water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
777,U 4,454218.631,7668739.894,1865.3356,Umuab,,Matheus,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 4,23,4,326.0987,U 5,SW,5,,<300m,True,adjacent,unfavourable,7,<3m,marginal,rather nice,none,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
778,U 5,454584.613,7668737.191,1831.1195,Umuab,,Walter,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 5,1,6,266.2078,U 7,W,5,,>300m,True,adjacent,unfavourable,19,<1m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
779,U 6,454436.849,7668660.575,1837.4807,Umuab,,Jipsen et. al.,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 6,32,4,118.7754,U 7,E,4; 5,,>300m,True,within shouting distance,unfavourable,2,<15m,central,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
780,U 7,454923.837,7668808.138,1828.0074,Umuab,,Jipsen et. al.,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 7,10,5,118.7754,U 6,S,5,,>300m,True,adjacent,unfavourable,2,<15m,central,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
781,U 8,454637.682,7668714.099,1851.0315,Umuab,,Walter et.al.,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 8,6,5,130.0774,U 11,SW,5; 9,,>300m,True,adjacent,unfavourable,6,<3m,marginal,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
782,U 9,454194.284,7668869.650,1822.1,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 9,26,4,38.6629,U 11,N,5; 6,,>300m,,<300m,unfavourable,2,<3m,central,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
783,U 10,454122.611,7668668.989,1821.2037,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 10,6,5,41.1121,U 9,N,1,,>300m,,<300m,± vertical rock,2,<1m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
784,U 11,454793.716,7668822.220,1835.9512,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 11,15,5,36.0202,U 12,W,10,,>300m,,<300m,unfavourable,2,<3m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
785,U 12,454907.102,7668163.952,1832.9214,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 12,38,4,36.0202,U 11,N; E,3; 4; 5; 8,,within shouting distance,,NA,unfavourable,4,>15m,central,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
786,U 13,454672.196,7668077.553,1825.0046,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 13,2,6,32.5558,U 14,S,5; 10,,>300m,,<300m,spacious,7,<3m,marginal,rather nice,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
787,U 14,454676.011,7668443.429,1824.0718,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 14,4,6,32.5558,U 13,S,4,,>300m,,<300m,unfavourable,2,<3m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
788,U 15,454813.333,7668299.954,1820.8961,Umuab,,Jipsen,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 15,11,5,98.7748,U 16,SW,1; 4; 5,,>300m,True,adjacent,unfavourable,4,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
789,U 16,454742.564,7668974.214,1823.3577,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 16,71,3,98.7748,U 15,N; E; S; W,1; 3; 4; 5; 6; 8; 12,,>300m,True,adjacent,unfavourable,33,<3m,marginal,rather nice,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
